"id";"int_id";"int_lane_id";"dep_int_id";"dep_int_lane_id"
1;901;1;902;"1"
2;901;1;902;"2"
3;901;8;902;"1"
4;901;8;902;"2"
5;902;5;901;"5"
6;902;5;901;"6"
7;902;4;901;"5"
8;902;4;901;"6"
9;902;1;903;"1"
10;902;1;903;"2"
11;902;8;903;"1"
12;902;8;903;"2"
13;903;5;902;"5"
14;903;5;902;"6"
15;903;4;902;"5"
16;903;4;902;"6"
